customer_id,service_date,vehicle_type,service_type,service_cost,service_duration,customer_rating,payment_method,location,record_source
C0881,2023-12-25,Luxury,full service,142.14,106.0,4.0,mobile pay,mall,MOBILE
C0261,2024-05-27,truck,PREMIUM WASH,49.72,43.0,4.0,Cash,Suburban,In-Person
C0496,2022-09-11,,Interior Detailing,80.32,65.0,,credit card,Highway,WEB
C0839,2024-11-23,suv,FULL SERVICE,132.58,114.0,4.0,mobile pay,AIRPORT,WEB
C0821,05/11/2023,suv,Basic Wash,16.04,24.0,5.0,Membership,MALL,In-Person
C0883,2022-11-23,truck,Premium Wash,45.44,43.0,4.0,Debit Card,AIRPORT,In-Person
C0233,2023-01-07,  HATCHBACK  ,  Basic Wash  ,16.69,24.0,3.0,membership,Highway,MOBILE
C0733,02/08/2024,Truck,basic wash,18.18,21.0,4.0,CASH,Suburban,in-person
C0718,08/20/2024,SUV,full service,115.17,91.0,4.0,debit card,Downtown,in-person
C0658,2022-12-15,Hatchback,Basic Wash,22.77,16.0,4.0,credit card,Airport,In-Person
C0934,2023-02-14,LUXURY,Interior Detailing,110.29,86.0,3.0,debit card,Downtown,Web
C0109,2022-08-13,SUV,Premium Wash,46.93,40.0,4.0,Cash,Airport,Web
C0857,2024-06-09,SUV,Premium Wash,47.05,44.0,5.0,Mobile Pay,Highway,in-person
C0745,2023-01-25,,Basic Wash,23.91,17.0,,Mobile Pay,Highway,MOBILE
C0040,2023-12-13,,PREMIUM WASH,37.28,30.0,,Membership,highway,In-Person
C0084,13-06-2022,Van,deluxe wash,63.44,47.0,3.0,Cash,mall,MOBILE
C0013,2024-08-20,HATCHBACK,Premium Wash,38.0,45.0,4.0,Mobile Pay,Suburban,MOBILE
C0954,2022-11-11,,Interior Detailing,106.09,69.0,,Debit Card,Airport,in-person
C0115,2025-01-16,Van,deluxe wash,73.05,56.0,5.0,membership,MALL,In-Person
C0995,2022-05-09,SUV!,#deluxe wash,71.85,56.0,5.0,membership,highway,WEB
C0347,06/27/2022,  luxury  ,  FULL SERVICE  ,113.01,116.0,0.0,debit card,highway,WEB
C0203,22-12-2022,Sedan,Premium Wash,48.26,41.0,3.0,membership,Downtown,in-person
C0583,2024-03-18,Hatchback,FULL SERVICE,109.51,110.0,3.0,Debit Card,Airport,In-Person
C0303,2023-03-27,SUV,Basic Wash,22.98,19.0,3.0,Cash,MALL,WEB
C0161,2024-10-21,luxury,Interior Detailing,115.76,73.0,4.0,mobile pay,Suburban,Web
C0438,2024-03-02,TRUCK,full service,102.65,101.0,3.0,membership,Airport,in-person
C0813,2022-05-11,HATCHBACK,full service,106.85,98.0,3.0,debit card,Highway,in-person
C0174,06/06/2024,,full service,124.0,105.0,,mobile pay,AIRPORT,In-Person
C0299,2021-05-01,luxury,PREMIUM WASH,48.92,43.0,3.0,Mobile Pay,Airport,in-person
C0732,2022-08-26,suv,PREMIUM WASH,42.64,45.0,4.0,Mobile Pay,Airport,in-person
C0128,2022-04-11,Luxury,basic wash,18.65,24.0,4.0,Mobile Pay,Airport,Web
C0816,2022-02-09,Truck,basic wash,23.82,21.0,5.0,Credit Card,Suburban,In-Person
C0593,2026-09-08,  truck  ,  Premium Wash  ,35.72,31.0,4.0,Mobile Pay,AIRPORT,WEB
C0863,2022-06-07,Van,PREMIUM WASH,46.81,41.0,1.0,Credit Card,AIRPORT,in-person
C0678,2023-09-02,Van,FULL SERVICE,134.48,113.0,5.0,Cash,Airport,WEB
C0284,2023-05-22,suv,basic wash,20.89,23.0,2.0,Membership,Suburban,in-person
C0444,01/01/2022,Sedan,basic wash,15.96,24.0,4.0,Mobile Pay,AIRPORT,in-person
C0040,2024-01-17,suv,Basic Wash,23.47,22.0,4.0,CASH,mall,Web
C0913,18-07-2023,,Premium Wash,39.63,44.0,,mobile pay,highway,in-person
C0455,2021-08-07,luxury,basic wash,17.97,24.0,4.0,credit card,Highway,in-person
C0075,2024-04-09,Luxury,Basic Wash,15.56,18.0,4.0,CASH,MALL,In-Person
C0483,2022-11-04,luxury,Basic Wash,20.16,21.0,5.0,Debit Card,Airport,in-person
C0421,2023-11-22,truck!,#Basic Wash,21.8,17.0,,mobile pay,MALL,Web
C0197,07/13/2022,Van,PREMIUM WASH,36.58,42.0,3.0,Debit Card,Suburban,WEB
C0531,2024-03-02,Sedan,Interior Detailing,115.78,83.0,4.0,CASH,MALL,In-Person
C0523,08/08/2024,luxury,Premium Wash,39.34,43.0,4.0,Mobile Pay,AIRPORT,WEB
C0105,2024-10-18,luxury,full service,124.76,116.0,4.0,membership,Highway,in-person
C0130,2025-04-13,HATCHBACK,Interior Detailing,734.1965756016248,81.0,4.0,credit card,Highway,in-person
C0801,2021-07-03,hatchback,Premium Wash,43.64,36.0,1.0,MOBILE PAY,AIRPORT,Web
C0109,2022-10-10,Luxury!,#Premium Wash,47.39,45.0,3.0,credit card,MALL,MOBILE
C0933,2024-01-29,Van!,#PREMIUM WASH,42.68,31.0,5.0,MOBILE PAY,MALL,Web
C0230,2025-02-28,,Premium Wash,unknown,N/A,,membership,highway,In-Person
C0841,05/26/2024,HATCHBACK,FULL SERVICE,132.74,96.0,4.0,MOBILE PAY,Highway,in-person
C0106,2022-12-22,luxury,FULL SERVICE,143.86,96.0,5.0,Debit Card,Suburban,WEB
C0251,2023-07-12,SUV,Basic Wash,15.94,16.0,1.0,Credit Card,Airport,MOBILE
C0319,2024-07-06,Van!,#Basic Wash,16.49,20.0,4.0,debit card,mall,WEB
C0513,2024-01-04,SUV,PREMIUM WASH,44.86,33.0,3.0,Debit Card,Downtown,in-person
C0233,2023-04-07,  HATCHBACK  ,  Interior Detailing  ,615.4206518440635,68.0,4.0,debit card,highway,In-Person
C0003,2022-12-29,suv,full service,141.56,113.0,5.0,MOBILE PAY,highway,In-Person
C0510,2022-09-30,SUV,Interior Detailing,85.55,63.0,4.0,Cash,MALL,WEB
C0050,2021-11-19,,Basic Wash,15.28,18.0,,Mobile Pay,Airport,MOBILE
C0098,2023-08-12,,Premium Wash,37.77,35.0,,debit card,mall,In-Person
C0907,2023-03-07,Van,Premium Wash,36.11,37.0,3.0,mobile pay,Suburban,in-person
C0431,03/27/2024,suv,basic wash,23.35,23.0,4.0,Cash,Downtown,in-person
C0208,2022-03-20,hatchback,Basic Wash,16.59,18.0,4.0,Cash,MALL,in-person
C0577,2022-09-30,HATCHBACK,basic wash,18.48,22.0,5.0,membership,mall,In-Person
C0118,2022-11-02,  nan  ,  FULL SERVICE  ,132.01,98.0,,Credit Card,highway,In-Person
C0504,2021-11-15,suv,Premium Wash,41.81,33.0,4.0,Credit Card,Suburban,Web
C0415,20-07-2022,suv,Interior Detailing,80.03,89.0,3.0,Mobile Pay,MALL,Web
C0222,2022-11-09,SUV,basic wash,23.34,24.0,4.0,debit card,AIRPORT,In-Person
C0126,03-04-2025,truck,basic wash,17.59,23.0,3.0,membership,MALL,MOBILE
C0009,04/08/2022,suv,Interior Detailing,102.54,73.0,5.0,credit card,mall,In-Person
C0070,2022-05-25,suv,Premium Wash,38.57,32.0,4.0,Cash,MALL,Web
C0445,2024-08-09,Hatchback,Interior Detailing,84.4,61.0,2.0,Debit Card,Highway,MOBILE
C0773,2021-12-07,Truck,FULL SERVICE,121.87,120.0,5.0,Debit Card,Highway,WEB
C0305,2022-07-09,suv,PREMIUM WASH,38.72,37.0,5.0,mobile pay,mall,Web
C0508,2024-06-03,Truck,Premium Wash,46.96,40.0,5.0,MOBILE PAY,Suburban,WEB
C0387,2022-11-13,,Interior Detailing,82.13,77.0,,debit card,Downtown,in-person
C0430,2021-07-04,Truck,Premium Wash,39.04,32.0,5.0,debit card,Downtown,In-Person
C0971,2023-02-21,Truck,deluxe wash,69.03,45.0,3.0,debit card,AIRPORT,Web
C0293,2023-01-31,Van,full service,146.31,104.0,5.0,credit card,AIRPORT,in-person
C0945,2024-06-19,truck,PREMIUM WASH,44.73,39.0,4.0,membership,AIRPORT,in-person
C0815,2025-01-17,Van,Premium Wash,46.82,33.0,4.0,CASH,MALL,Web
C0924,2025-04-14,luxury,FULL SERVICE,129.28,117.0,5.0,Cash,mall,WEB
C0136,2022-02-11,luxury,full service,138.63,108.0,5.0,Membership,mall,WEB
C0845,2022-10-02,luxury,basic wash,22.51,22.0,4.0,debit card,Suburban,Web
C0946,2022-08-06,LUXURY,FULL SERVICE,149.45,112.0,4.0,debit card,Downtown,MOBILE
C0610,05/08/2021,truck,deluxe wash,56.1,53.0,3.0,debit card,Airport,Web
C0101,2023-02-21,SUV,basic wash,21.47,22.0,2.0,Cash,mall,in-person
C0512,2022-04-23,Van,PREMIUM WASH,48.4,45.0,3.0,Credit Card,highway,MOBILE
C0262,2023-04-22,Luxury,FULL SERVICE,102.52,94.0,5.0,Membership,highway,in-person
C0789,2023-06-25,suv,full service,106.7,96.0,4.0,Mobile Pay,Suburban,in-person
C0893,10-02-2023,HATCHBACK,Interior Detailing,111.52,90.0,5.0,debit card,highway,In-Person
C0120,2024-12-25,luxury,Interior Detailing,115.09,81.0,5.0,Debit Card,AIRPORT,in-person
C0495,2024-08-17,luxury,Interior Detailing,87.62,65.0,2.0,Membership,Highway,In-Person
C0654,2023-01-21,SUV,full service,108.59,109.0,4.0,Mobile Pay,mall,WEB
C0091,2023-10-29,suv,Basic Wash,20.82,15.0,3.0,Membership,Highway,Web
C0190,2023-04-09,luxury,PREMIUM WASH,47.33,32.0,4.0,Membership,highway,WEB
C0406,07/08/2025,suv,Premium Wash,40.87,30.0,99.0,Credit Card,AIRPORT,WEB
C0595,2023-06-25,Luxury,PREMIUM WASH,49.44,38.0,4.0,Credit Card,mall,Web
C0080,2023-05-19,truck,FULL SERVICE,119.78,99.0,5.0,CASH,MALL,in-person
C0746,2023-03-27,SUV,Premium Wash,46.6,36.0,4.0,MOBILE PAY,Highway,MOBILE
C0759,2022-05-09,Sedan,basic wash,109.5699952652644,19.0,2.0,Debit Card,Highway,in-person
C0245,07/20/2025,LUXURY,basic wash,19.18,24.0,2.0,Cash,Airport,In-Person
C0447,06/17/2023,SUV,Basic Wash,21.03,18.0,5.0,debit card,Suburban,In-Person
C0671,2024-07-20,Luxury,PREMIUM WASH,44.04,33.0,3.0,Credit Card,mall,MOBILE
C0203,2022-03-31,HATCHBACK,deluxe wash,63.87,55.0,4.0,membership,AIRPORT,WEB
C0780,2023-12-16,suv,PREMIUM WASH,42.77,34.0,5.0,debit card,Downtown,WEB
C0319,2024-08-02,luxury,basic wash,18.64,18.0,3.0,Credit Card,mall,Web
C0398,2023-03-17,  nan  ,  Basic Wash  ,15.22,23.0,,Cash,Highway,in-person
C0209,2024-03-05,HATCHBACK,FULL SERVICE,132.66,107.0,5.0,Credit Card,Highway,Web
C0024,2022-02-07,SUV,Premium Wash,456.6721973576176,36.0,5.0,Membership,highway,Web
C0827,02/03/2025,suv,Interior Detailing,85.25,78.0,4.0,MOBILE PAY,highway,WEB
C0579,2024-10-03,Hatchback,Premium Wash,47.33,37.0,4.0,Credit Card,AIRPORT,MOBILE
C0091,2023-09-05,suv,PREMIUM WASH,41.55,39.0,5.0,credit card,Suburban,Web
C0666,20-05-2024,TRUCK,Interior Detailing,103.54,74.0,5.0,MOBILE PAY,MALL,MOBILE
C0884,2022-10-06,Truck,Interior Detailing,96.95,74.0,4.0,CASH,Airport,In-Person
C0999,19-08-2024,SUV,PREMIUM WASH,37.57,36.0,5.0,Membership,highway,in-person
C0493,2024-08-22,SUV,basic wash,15.58,15.0,4.0,membership,mall,Web
C0627,2024-03-18,Luxury,Interior Detailing,110.19,80.0,4.0,Mobile Pay,AIRPORT,Web
C0180,2022-03-08,truck,Interior Detailing,112.13,62.0,2.0,mobile pay,Airport,MOBILE
C0119,2023-08-14,SUV,PREMIUM WASH,41.68,37.0,3.0,Debit Card,Suburban,Web
C0184,25-12-2023,  Hatchback  ,  Basic Wash  ,23.96,25.0,2.0,Cash,MALL,In-Person
C0117,09/09/2022,truck,Interior Detailing,110.33,62.0,4.0,mobile pay,Highway,In-Person
C0851,2023-02-05,suv,full service,130.03,111.0,5.0,credit card,mall,Web
C0332,2022-11-27,luxury,FULL SERVICE,102.48,104.0,4.0,credit card,Highway,MOBILE
C0856,2025-01-19,SEDAN,PREMIUM WASH,44.29,45.0,4.0,Cash,Suburban,MOBILE
C0526,2022-03-08,hatchback,Basic Wash,19.71,18.0,3.0,debit card,Airport,MOBILE
C0496,14-11-2022,Hatchback,Interior Detailing,-115.89,88.0,3.0,MOBILE PAY,MALL,MOBILE
C0064,2021-12-27,  truck  ,  basic wash  ,21.62,22.0,3.0,Mobile Pay,highway,WEB
C0746,05/01/2023,Truck,Interior Detailing,118.17,65.0,5.0,debit card,Airport,In-Person
C0731,2022-09-25,,Basic Wash,24.97,19.0,,Membership,highway,In-Person
C0902,2022-09-27,  Truck  ,  Premium Wash  ,41.17,41.0,3.0,MOBILE PAY,Suburban,WEB
C0333,2024-09-16,Luxury,deluxe wash,69.3,51.0,4.0,Credit Card,Suburban,MOBILE
C0878,2024-03-27,luxury,Interior Detailing,84.97,67.0,4.0,Mobile Pay,Suburban,Web
C0528,2023-07-13,Luxury,FULL SERVICE,123.29,108.0,4.0,Debit Card,Highway,MOBILE
C0490,2022-07-20,,Basic Wash,15.75,23.0,,CASH,Highway,in-person
C0909,2024-02-18,Truck,Basic Wash,19.0,16.0,4.0,Credit Card,Highway,in-person
C0606,2024-05-19,Van,FULL SERVICE,unknown,N/A,1.0,MOBILE PAY,highway,WEB
C0250,07/10/2023,Sedan,deluxe wash,74.77,53.0,3.0,Membership,Downtown,Web
C0163,2022-04-13,suv,Basic Wash,17.48,15.0,5.0,membership,AIRPORT,WEB
C0847,2022-07-23,HATCHBACK,deluxe wash,62.91,50.0,5.0,membership,Downtown,In-Person
C0348,2022-11-30,Truck,deluxe wash,64.67,55.0,5.0,membership,Downtown,Web
C0049,23-10-2024,Hatchback,Interior Detailing,119.9,79.0,4.0,mobile pay,Downtown,MOBILE
C0274,2025-01-21,suv!,#deluxe wash,59.36,53.0,4.0,Debit Card,Suburban,in-person
C0203,06/13/2022,truck,FULL SERVICE,112.03,105.0,2.0,MOBILE PAY,AIRPORT,WEB
C0652,2022-05-20,luxury,basic wash,18.07,24.0,4.0,Credit Card,Suburban,in-person
C0136,21-03-2022,truck,Basic Wash,23.14,20.0,5.0,credit card,AIRPORT,Web
C0624,2022-11-12,Van,FULL SERVICE,126.91,113.0,4.0,mobile pay,MALL,In-Person
C0706,2022-10-30,Hatchback,Premium Wash,49.51,40.0,5.0,Membership,Airport,Web
C0678,2023-10-15,SUV,Basic Wash,23.52,16.0,1.0,Cash,MALL,WEB
C0042,04/27/2023,Truck!,#PREMIUM WASH,37.07,38.0,1.0,mobile pay,Downtown,in-person
C0469,27-07-2023,suv,deluxe wash,68.11,60.0,3.0,MOBILE PAY,Suburban,MOBILE
C0819,2024-11-10,truck,basic wash,20.98,22.0,4.0,Mobile Pay,MALL,in-person
C0948,02/05/2024,Luxury,full service,113.25,93.0,2.0,MOBILE PAY,Airport,In-Person
C0258,2024-02-24,  SUV  ,  FULL SERVICE  ,104.0,119.0,4.0,membership,Highway,Web
C0052,2024-06-23,Luxury,Interior Detailing,80.41,62.0,4.0,membership,Highway,In-Person
C0879,2022-03-14,HATCHBACK,FULL SERVICE,140.37,107.0,4.0,Debit Card,Suburban,Web
C0507,2023-05-02,truck,deluxe wash,448.9778425695662,46.0,5.0,Mobile Pay,AIRPORT,In-Person
C0716,2025-02-03,luxury,PREMIUM WASH,46.32,40.0,4.0,membership,Highway,WEB
C0699,26-09-2024,truck,Interior Detailing,107.61,65.0,2.0,MOBILE PAY,Downtown,MOBILE
C0807,2024-05-24,Luxury,full service,1028.3280370348036,120.0,5.0,Cash,Airport,WEB
C0166,2024-01-15,  truck  ,  Basic Wash  ,17.66,17.0,4.0,Mobile Pay,Downtown,Web
C0606,06/07/2024,Truck,Basic Wash,19.39,20.0,,Membership,MALL,MOBILE
C0547,2024-05-05,truck,Premium Wash,40.6,34.0,4.0,membership,AIRPORT,WEB
C0615,2022-10-09,HATCHBACK,Premium Wash,238.9917461279017,32.0,4.0,debit card,highway,MOBILE
C0202,03/22/2024,,Interior Detailing,unknown,N/A,,CASH,highway,in-person
C0940,2024-01-08,Sedan,FULL SERVICE,144.61,102.0,5.0,Mobile Pay,Downtown,MOBILE
C0971,15-06-2023,  nan  ,  FULL SERVICE  ,143.23,107.0,,Credit Card,highway,MOBILE
C0646,2022-03-21,suv,FULL SERVICE,131.17,104.0,4.0,Membership,AIRPORT,In-Person
C0237,11-03-2022,Luxury,PREMIUM WASH,40.71,37.0,4.0,Credit Card,highway,Web
C0736,2024-10-23,HATCHBACK,PREMIUM WASH,46.78,37.0,3.0,Credit Card,Downtown,MOBILE
C0687,2022-03-06,truck!,#Basic Wash,18.88,19.0,4.0,Mobile Pay,highway,WEB
C0485,2025-07-16,Truck,full service,142.21,118.0,4.0,membership,Downtown,MOBILE
C0098,2023-09-24,Sedan,Basic Wash,21.01,21.0,4.0,CASH,AIRPORT,WEB
C0608,01/03/2023,,basic wash,21.83,23.0,,credit card,Highway,in-person
C0665,2024-06-17,truck,Basic Wash,22.64,18.0,5.0,Mobile Pay,MALL,MOBILE
C0951,2026-04-02,suv,Interior Detailing,92.1,66.0,5.0,Credit Card,mall,in-person
C0686,2025-05-14,Hatchback,PREMIUM WASH,43.29,38.0,2.0,Debit Card,mall,WEB
C0463,2025-01-27,HATCHBACK,PREMIUM WASH,46.56,31.0,2.0,Mobile Pay,MALL,In-Person
C0389,2022-10-05,truck,PREMIUM WASH,48.55,41.0,2.0,debit card,Highway,in-person
C0886,2023-11-30,truck,Interior Detailing,109.78,81.0,2.0,Debit Card,mall,in-person
C0128,2023-11-16,HATCHBACK,Basic Wash,19.67,23.0,3.0,Mobile Pay,highway,WEB
C0230,2025-04-28,SUV,Basic Wash,17.85,18.0,3.0,Credit Card,Suburban,WEB
C0929,2023-12-09,Luxury,FULL SERVICE,106.09,116.0,5.0,Credit Card,Downtown,WEB
C0222,2023-01-15,,basic wash,20.19,25.0,,credit card,AIRPORT,WEB
C0708,14-04-2022,Sedan,PREMIUM WASH,39.48,40.0,1.0,Membership,MALL,Web
C0556,2022-06-12,Luxury,full service,148.82,94.0,5.0,membership,MALL,In-Person
C0133,2022-03-31,truck,Interior Detailing,93.74,88.0,2.0,CASH,Highway,In-Person
C0462,2023-01-30,HATCHBACK,FULL SERVICE,146.18,119.0,3.0,debit card,Highway,In-Person
C0916,2025-06-26,Van,deluxe wash,59.86,58.0,4.0,Membership,AIRPORT,In-Person
C0968,2021-12-24,Luxury,basic wash,17.07,24.0,4.0,MOBILE PAY,AIRPORT,in-person
C0142,2022-01-16,  Luxury  ,  FULL SERVICE  ,116.77,115.0,4.0,Debit Card,AIRPORT,in-person
C0868,2022-06-13,LUXURY,full service,113.13,101.0,5.0,CASH,highway,MOBILE
C0282,2024-05-07,  SUV  ,  Premium Wash  ,49.55,39.0,3.0,Mobile Pay,AIRPORT,MOBILE
C0497,2024-05-21,Van,FULL SERVICE,144.81,109.0,4.0,mobile pay,Airport,Web
C0330,03/30/2023,Sedan,basic wash,17.21,22.0,0.0,Debit Card,mall,Web
C0674,2024-06-11,HATCHBACK,FULL SERVICE,149.95,102.0,3.0,mobile pay,Airport,WEB
C0209,2024-04-25,,full service,118.36,104.0,,MOBILE PAY,Airport,In-Person
C0113,2025-02-20,Van,PREMIUM WASH,40.42,38.0,4.0,credit card,Airport,Web
C0604,2024-04-22,Sedan,Premium Wash,48.23,35.0,3.0,debit card,Downtown,WEB
C0074,10/11/2024,Van,FULL SERVICE,145.42,120.0,4.0,Cash,Suburban,MOBILE
C0217,2024-10-20,suv,Interior Detailing,722.2592680543793,66.0,2.0,Cash,Airport,Web
C0400,2023-12-12,Truck,full service,115.87,106.0,1.0,Membership,Suburban,in-person
C0128,27-02-2024,truck,basic wash,24.64,19.0,4.0,Debit Card,AIRPORT,In-Person
C0327,10-08-2023,truck,Interior Detailing,103.19,83.0,2.0,Mobile Pay,Downtown,WEB
C0406,2022-05-24,luxury,Basic Wash,18.06,17.0,4.0,CASH,mall,Web
C0294,2024-11-29,truck,Basic Wash,21.11,19.0,3.0,credit card,Downtown,Web
C0410,2023-03-25,Truck,Basic Wash,162.7412380610806,15.0,4.0,Debit Card,AIRPORT,in-person
C0051,2022-08-01,HATCHBACK,full service,149.38,101.0,3.0,Membership,Airport,in-person
C0250,09/20/2023,Hatchback,deluxe wash,71.35,49.0,5.0,credit card,Airport,In-Person
C0521,2024-10-01,HATCHBACK,PREMIUM WASH,44.67,45.0,4.0,Mobile Pay,Highway,WEB
C0168,2024-06-06,Hatchback,deluxe wash,69.18,49.0,4.0,Credit Card,AIRPORT,In-Person
C0880,2023-06-16,Sedan,PREMIUM WASH,46.54,40.0,5.0,membership,mall,In-Person
C0590,2025-07-01,HATCHBACK,PREMIUM WASH,49.1,45.0,3.0,mobile pay,AIRPORT,Web
C0674,28-05-2023,Luxury,PREMIUM WASH,46.46,44.0,4.0,CASH,AIRPORT,In-Person
C0056,2022-08-02,SUV,Basic Wash,21.59,15.0,5.0,mobile pay,Highway,In-Person
C0421,2023-12-02,luxury,Basic Wash,17.15,23.0,4.0,mobile pay,Airport,in-person
C0840,2022-09-07,truck,FULL SERVICE,110.47,120.0,1.0,mobile pay,Downtown,MOBILE
C0161,2025-01-08,LUXURY,FULL SERVICE,145.18,106.0,5.0,debit card,Highway,In-Person
C0938,07-11-2022,Hatchback,Interior Detailing,81.47,66.0,4.0,Membership,Airport,In-Person
C0073,2024-08-17,Hatchback,basic wash,19.92,24.0,4.0,membership,Downtown,WEB
C0956,2023-10-13,luxury,PREMIUM WASH,38.21,35.0,4.0,mobile pay,AIRPORT,Web
C0628,08/13/2022,Luxury,full service,127.98,93.0,3.0,debit card,highway,Web
C0600,08/09/2022,Truck,Basic Wash,16.97,16.0,3.0,Debit Card,Highway,MOBILE
C0157,11/25/2021,Sedan,Premium Wash,39.96,41.0,3.0,Membership,highway,In-Person
C0111,2023-03-09,luxury,PREMIUM WASH,38.52,33.0,5.0,Credit Card,MALL,In-Person
C0825,12/23/2024,Sedan,full service,115.57,98.0,2.0,membership,Airport,In-Person
C0389,2022-11-29,luxury,basic wash,16.83,20.0,1.0,Debit Card,Airport,Web
C0420,2023-10-23,Luxury,Interior Detailing,90.86,85.0,5.0,MOBILE PAY,highway,In-Person
C0935,2022-09-01,HATCHBACK,full service,103.9,97.0,3.0,MOBILE PAY,AIRPORT,in-person
C0085,2022-06-19,Hatchback,basic wash,23.78,25.0,4.0,credit card,AIRPORT,in-person
C0881,2024-10-15,SUV,Premium Wash,47.52,34.0,5.0,membership,mall,MOBILE
C0677,2023-04-21,hatchback,Premium Wash,41.99,44.0,3.0,CASH,highway,in-person
C0333,2024-11-27,Hatchback,Basic Wash,22.61,23.0,4.0,CASH,AIRPORT,Web
C0259,2024-07-04,luxury,deluxe wash,69.55,57.0,3.0,Cash,AIRPORT,WEB
C0364,28-09-2023,  Sedan  ,  PREMIUM WASH  ,unknown,N/A,3.0,membership,Suburban,In-Person
C0126,2025-08-05,Sedan,basic wash,22.45,17.0,3.0,Debit Card,MALL,Web
C0291,2024-01-18,Van,basic wash,19.62,19.0,2.0,Debit Card,MALL,In-Person
C0898,2025-03-06,nan!,#Basic Wash,20.53,24.0,,MOBILE PAY,Airport,in-person
C0962,2024-11-02,hatchback,PREMIUM WASH,39.4,38.0,5.0,CASH,AIRPORT,in-person
C0650,2022-05-18,Luxury,full service,132.11,90.0,4.0,mobile pay,MALL,Web
C0195,20-05-2023,Hatchback,deluxe wash,69.05,55.0,4.0,mobile pay,AIRPORT,MOBILE
C0911,2023-03-27,,FULL SERVICE,142.42,93.0,,Mobile Pay,MALL,in-person
C0678,2023-11-29,Truck,FULL SERVICE,101.47,108.0,5.0,membership,Suburban,MOBILE
C0523,22-11-2024,truck,Premium Wash,48.77,44.0,2.0,Membership,Airport,WEB
C0071,06-01-2025,suv,Basic Wash,22.56,16.0,5.0,Mobile Pay,AIRPORT,in-person
C0013,2024-11-09,HATCHBACK,Interior Detailing,98.42,73.0,4.0,credit card,Highway,MOBILE
C0314,2024-09-16,,full service,147.38,104.0,,Membership,Downtown,WEB
C0662,09-08-2024,SUV,Basic Wash,21.09,16.0,3.0,membership,MALL,In-Person
C0689,2024-10-18,suv,full service,121.04,106.0,4.0,debit card,Suburban,MOBILE
C0529,2023-03-28,  truck  ,  basic wash  ,19.09,21.0,5.0,credit card,mall,MOBILE
C0423,09-01-2026,HATCHBACK,Basic Wash,15.82,22.0,4.0,Mobile Pay,Airport,Web
C0345,2022-12-17,truck,Basic Wash,18.83,20.0,1.0,MOBILE PAY,Airport,in-person
C0460,02/01/2024,SUV,PREMIUM WASH,44.68,32.0,5.0,Credit Card,MALL,Web
C0407,2025-07-26,  HATCHBACK  ,  Interior Detailing  ,92.85,65.0,3.0,Debit Card,AIRPORT,In-Person
C0740,2022-09-07,SUV,Basic Wash,19.45,15.0,2.0,debit card,AIRPORT,WEB
C0128,2024-07-28,luxury,basic wash,15.69,20.0,10.0,Membership,Suburban,in-person
C0377,2024-05-28,HATCHBACK,Basic Wash,17.55,20.0,4.0,Membership,MALL,in-person
C0575,2023-12-12,truck,full service,148.84,92.0,5.0,Debit Card,Downtown,WEB
C0800,13-03-2023,truck,deluxe wash,59.43,60.0,5.0,CASH,Suburban,in-person
C0097,2024-09-27,Van,Interior Detailing,87.52,73.0,4.0,membership,Airport,Web
C0951,2026-07-24,Van,full service,142.46,112.0,2.0,debit card,MALL,MOBILE
C0261,07/07/2024,HATCHBACK,PREMIUM WASH,43.88,34.0,,Cash,Airport,in-person
C0276,2024-02-08,Sedan,deluxe wash,56.88,53.0,4.0,debit card,AIRPORT,in-person
C0519,02/19/2022,HATCHBACK,full service,119.64,103.0,2.0,mobile pay,Airport,In-Person
C0795,14-10-2024,,FULL SERVICE,138.19,93.0,,mobile pay,Suburban,in-person
C0316,2024-06-02,luxury,deluxe wash,70.98,54.0,99.0,Credit Card,Airport,MOBILE
C0371,2022-02-10,VAN,FULL SERVICE,108.54,112.0,5.0,Cash,highway,MOBILE
C0323,07/22/2024,Van,full service,141.13,117.0,4.0,credit card,highway,Web
C0660,2025-03-30,suv,basic wash,20.9,21.0,5.0,Credit Card,MALL,in-person
C0859,2023-07-02,HATCHBACK,Interior Detailing,111.16,86.0,5.0,mobile pay,Highway,In-Person
C0963,2023-05-10,Truck,full service,147.45,117.0,1.0,Membership,Downtown,MOBILE
C0639,2024-12-28,SUV,Interior Detailing,95.8,69.0,3.0,Mobile Pay,highway,WEB
C0480,2023-09-23,Van,basic wash,20.7,18.0,5.0,mobile pay,MALL,Web
C0102,2024-03-05,,deluxe wash,59.14,51.0,,Credit Card,Downtown,WEB
C0610,2021-07-15,Hatchback!,#Premium Wash,38.51,38.0,5.0,MOBILE PAY,MALL,in-person
C0549,2024-07-06,Sedan,deluxe wash,65.58,48.0,4.0,Credit Card,Highway,Web
C0276,2024-05-24,Luxury,deluxe wash,67.0,55.0,4.0,Cash,highway,WEB
C0640,2025-10-22,suv,full service,111.46,107.0,4.0,Credit Card,Suburban,In-Person
C0316,2023-08-07,suv,deluxe wash,74.39,50.0,4.0,debit card,Suburban,Web
C0706,27-12-2022,Sedan,PREMIUM WASH,39.43,38.0,4.0,Credit Card,mall,WEB
C0362,2023-05-25,,Premium Wash,36.54,39.0,,credit card,AIRPORT,MOBILE
C0436,2024-01-05,  Hatchback  ,  deluxe wash  ,71.45,55.0,5.0,Membership,Suburban,WEB
C0876,2024-03-01,suv,basic wash,22.76,16.0,2.0,credit card,mall,In-Person
C0979,2023-11-22,Sedan,deluxe wash,60.92,46.0,4.0,mobile pay,Highway,in-person
